"0","195","471","288","2013-11-26 15:20:38","1","true"
"1","1687","282","517","1992-12-10 02:10:23","2","false"
"2","714","235","89","1990-05-16 20:16:35","2","false"
"3","123","27","203","2004-06-14 08:56:13","2","true"
"4","1029","243","191","2001-03-14 21:33:13","3","true"
"5","1245","371","148","1971-04-30 11:25:08","1","true"
"6","1346","400","193","2020-03-21 16:39:05","1","true"
"7","713","499","235","1977-07-17 11:50:06","1","false"
"8","552","305","202","1977-05-21 17:13:43","1","true"
"9","107","306","7","1999-12-13 16:19:18","1","true"
"10","52","99","442","2000-03-13 18:07:29","1","false"
"11","1464","333","376","2018-11-11 21:43:28","2","true"
"12","1942","276","336","2013-12-09 18:09:02","4","false"
"13","1160","224","232","2014-08-06 22:04:19","3","true"
"14","892","393","514","2009-01-27 11:27:56","4","false"
"15","1897","304","255","1993-07-20 18:54:14","3","false"
"16","217","45","293","1985-03-19 01:37:43","3","true"
"17","758","483","94","1973-07-03 03:32:43","1","false"
"18","163","432","364","1987-04-26 05:09:14","1","true"
"19","1601","51","320","1998-07-04 00:08:24","2","true"
"20","211","481","153","2005-05-22 17:47:36","2","false"
"21","502","211","144","1991-01-16 13:33:29","3","false"
"22","1740","297","28","1980-03-26 09:50:14","1","false"
"23","1948","22","271","1997-01-12 22:18:57","2","false"
"24","1318","400","74","1988-07-18 18:43:26","1","false"
"25","1371","109","505","1980-07-03 13:15:24","1","true"
"26","51","438","286","2007-03-19 09:49:09","3","false"
"27","481","476","125","2005-04-04 20:08:33","4","false"
"28","607","481","216","2021-03-27 10:49:40","3","true"
"29","721","93","303","1991-12-13 15:03:05","1","true"
"30","320","336","545","1995-12-20 15:30:53","3","false"
"31","1708","310","530","1980-06-25 23:40:32","2","true"
"32","1180","200","115","2012-06-28 23:06:46","2","false"
"33","886","318","111","1975-01-15 22:52:44","4","false"
"34","834","160","249","2008-09-07 16:44:04","4","true"
"35","655","47","275","2011-01-23 21:34:44","4","false"
"36","49","129","149","1996-08-26 04:16:47","3","false"
"37","547","28","188","1973-06-25 12:26:32","3","false"
"38","1987","108","509","2002-10-04 11:18:06","4","false"
"39","1399","124","380","1973-10-29 13:03:53","3","false"
"40","1529","190","454","1977-04-08 18:36:57","1","false"
"41","593","125","367","1978-01-07 19:13:11","4","false"
"42","865","494","48","1986-09-17 11:20:10","2","true"
"43","749","126","166","2010-01-26 04:05:44","3","true"
"44","1222","249","145","2003-11-14 00:33:48","1","false"
"45","1703","404","105","2007-06-14 09:04:42","1","true"
"46","318","351","237","1981-08-26 05:34:44","4","false"
"47","1895","490","533","2006-09-08 22:44:29","4","false"
"48","706","30","139","1998-06-05 12:36:06","1","false"
"49","890","328","51","1998-04-08 09:41:00","2","false"
"50","687","312","31","1987-08-19 01:49:41","2","false"
"51","1137","447","236","1976-03-11 10:15:03","3","false"
"52","1362","313","167","1985-10-05 21:07:49","3","false"
"53","1670","160","158","1983-10-31 10:37:35","1","false"
"54","1470","495","68","2002-11-01 11:27:42","3","false"
"55","1230","177","223","2016-08-23 01:10:54","3","false"
"56","1484","253","278","2011-08-23 14:15:41","1","false"
"57","867","274","194","1994-06-03 08:18:18","2","false"
"58","572","231","80","2003-11-11 21:37:14","1","false"
"59","1002","482","177","1995-03-23 01:37:59","2","true"
"60","1882","234","220","1978-12-12 12:12:15","3","false"
"61","1710","45","381","2015-08-13 05:29:27","1","false"
"62","1281","171","21","1972-12-05 07:23:28","1","true"
"63","809","163","473","1986-08-22 10:28:51","4","true"
"64","648","147","265","1991-05-04 16:05:52","4","true"
"65","1060","264","184","2019-01-11 16:26:20","3","true"
"66","444","44","480","2020-08-11 14:43:03","4","false"
"67","1140","136","12","1996-04-10 06:53:10","1","true"
"68","357","68","217","2013-06-02 09:11:26","2","false"
"69","1262","14","229","1990-01-18 22:58:13","1","true"
"70","1230","177","112","2016-06-28 16:33:26","1","true"
"71","1875","180","529","2017-10-09 03:21:39","2","false"
"72","1514","118","508","1995-03-31 11:10:03","3","true"
"73","1036","284","188","2016-07-15 03:56:40","3","true"
"74","428","68","333","1972-06-09 16:31:20","2","false"
"75","1127","185","27","1975-04-16 21:12:17","1","true"
"76","1181","145","123","1979-04-17 14:57:08","2","true"
"77","709","55","87","1972-08-14 09:45:21","2","false"
"78","473","479","276","2002-11-21 10:33:43","2","false"
"79","1386","485","425","2002-10-28 07:57:59","3","true"
"80","1916","122","496","1980-07-17 07:59:06","4","false"
"81","1249","464","212","1988-07-12 06:07:45","1","false"
"82","328","491","433","2008-06-08 22:48:21","1","false"
"83","607","481","433","2014-10-13 12:29:32","3","false"
"84","714","235","118","1999-11-02 08:38:44","4","false"
"85","1521","490","477","1999-02-11 03:12:48","2","false"
"86","445","474","310","2008-03-04 04:27:37","2","true"
"87","773","223","213","1982-01-04 22:52:38","4","true"
"88","1292","287","439","2006-04-30 02:31:23","3","true"
"89","458","53","263","1999-12-17 16:34:23","3","false"
"90","1968","317","462","1979-08-02 12:46:44","1","true"
"91","764","279","506","1973-12-12 23:23:39","3","false"
"92","607","481","172","1981-06-15 15:43:13","4","true"
"93","1987","108","29","1970-07-07 14:56:51","3","false"
"94","1996","359","505","1987-03-23 23:29:51","3","false"
"95","1984","496","174","2001-03-28 14:49:27","4","true"
"96","301","106","401","2000-10-01 18:29:24","1","false"
"97","1894","272","534","1993-05-14 14:09:46","4","false"
"98","1137","447","219","1983-08-09 12:49:36","4","false"
"99","1896","49","30","1977-02-23 08:15:17","2","false"
"100","1658","400","129","2011-09-18 05:20:37","2","true"
"101","123","27","234","2001-06-19 11:25:06","1","false"
"102","1747","226","290","1972-06-20 10:39:40","3","true"
"103","1734","68","546","1995-08-06 01:46:17","1","true"
"104","1377","212","113","1982-09-27 04:59:03","3","true"
"105","1043","161","2","1990-05-09 00:49:30","2","false"
"106","1110","422","377","1992-06-22 16:05:41","2","false"
"107","820","330","78","1982-05-03 12:55:42","1","false"
"108","601","267","110","1987-11-01 05:42:22","1","false"
"109","203","235","370","1971-01-06 19:39:11","2","true"
"110","585","223","224","2009-11-10 16:30:16","4","true"
"111","75","309","449","2017-08-29 13:51:08","1","false"
"112","99","328","510","1996-09-16 15:36:33","4","false"
"113","1064","16","7","2004-09-25 13:31:31","3","true"
"114","1011","482","325","1983-04-12 03:42:06","4","true"
"115","1082","420","77","2010-11-01 05:38:44","4","true"
"116","1529","190","195","1997-04-21 20:51:08","3","true"
"117","440","484","531","1985-10-31 14:12:24","3","true"
"118","1957","239","525","1999-04-12 02:31:37","1","false"
"119","481","476","199","1983-10-13 11:52:30","4","true"
"120","1063","60","305","2019-07-19 17:06:48","1","true"
"121","1771","292","342","2011-09-22 08:05:26","2","false"
"122","1348","18","418","1998-01-25 05:49:47","3","false"
"123","292","392","51","1981-09-16 19:26:04","3","true"
"124","788","57","20","1983-03-13 20:53:23","4","true"
"125","1144","83","487","1977-10-08 00:37:23","1","false"
"126","643","179","24","1979-10-08 21:19:09","2","false"
"127","1464","333","56","1977-06-14 07:30:31","2","false"
"128","1715","269","13","2013-06-24 08:41:34","1","false"
"129","45","488","439","1997-08-19 13:11:31","1","true"
"130","1147","158","194","1992-03-23 00:10:42","1","false"
"131","1699","393","230","2000-01-26 05:20:51","3","false"
"132","1383","322","193","1979-11-28 16:40:32","1","true"
"133","945","185","101","2003-09-30 01:40:52","1","true"
"134","316","113","173","1997-07-01 13:38:19","2","false"
"135","882","64","214","1977-09-15 23:31:55","1","false"
"136","1387","113","214","2013-11-05 11:38:34","1","false"
"137","1555","145","387","2002-03-24 09:36:05","3","true"
"138","1427","134","72","1976-01-17 22:24:32","4","false"
"139","1429","260","311","2020-07-11 17:21:25","3","true"
"140","996","331","464","1983-08-24 00:56:30","1","true"
"141","638","235","301","1997-03-17 14:29:39","4","false"
"142","826","14","376","2012-09-14 16:01:49","1","true"
"143","1283","62","474","1970-10-31 16:44:55","4","false"
"144","516","337","142","1996-03-29 07:54:50","2","true"
"145","1617","291","368","2005-04-23 23:40:17","4","true"
"146","1030","166","398","1971-09-25 17:18:42","4","true"
"147","1502","348","420","2000-08-15 08:04:58","3","false"
"148","776","346","68","1990-11-17 16:47:54","3","true"
"149","1676","103","61","1977-03-28 01:35:27","2","true"
"150","1844","349","423","2006-09-10 04:25:06","4","true"
"151","534","162","20","1970-10-13 07:58:00","4","true"
"152","1770","173","316","2007-10-18 03:26:59","3","true"
"153","1687","282","120","1971-06-05 11:56:02","1","false"
"154","297","85","397","2011-07-01 17:28:38","3","false"
"155","547","28","527","1974-03-13 23:09:50","2","false"
"156","221","308","409","1971-08-02 04:23:35","1","true"
"157","1101","76","163","2019-04-28 17:38:25","1","false"
"158","1419","214","513","2006-07-01 01:32:02","2","false"
"159","395","124","483","1974-09-26 14:24:45","1","true"
"160","1841","55","132","1984-03-08 22:51:06","3","false"
"161","594","108","327","1984-11-02 08:39:22","3","false"
"162","663","297","224","1982-12-04 05:12:35","1","false"
"163","543","372","241","2008-09-30 06:25:34","4","false"
"164","98","18","490","2018-01-28 11:09:19","4","false"
"165","87","337","528","1970-10-30 07:07:36","3","true"
"166","1065","71","373","2000-07-09 13:28:29","2","false"
"167","643","179","511","2014-04-01 17:20:13","3","false"
"168","1707","206","80","2014-07-28 23:44:03","3","true"
"169","367","32","61","1988-08-02 08:28:41","3","false"
"170","3","429","221","1992-10-18 12:49:40","1","true"
"171","799","11","71","1986-02-28 21:56:38","1","true"
"172","1471","196","222","2002-07-23 11:23:55","2","false"
"173","970","384","313","1988-09-18 13:42:03","2","true"
"174","986","150","502","2009-05-31 13:29:43","2","true"
"175","203","235","537","1987-11-21 10:58:57","4","true"
"176","289","131","366","2003-10-12 21:37:24","4","false"
"177","1929","29","212","2013-07-01 21:12:14","3","true"
"178","1069","405","410","2003-10-30 10:37:08","4","true"
"179","886","318","184","1972-07-23 22:03:32","3","false"
"180","1253","185","444","2009-04-22 08:31:08","1","false"
"181","27","275","280","1988-10-28 20:12:58","1","true"
"182","1104","171","232","1998-09-05 05:49:03","4","false"
"183","1113","91","59","2019-05-08 14:10:53","2","true"
"184","1954","295","194","2015-06-11 03:09:59","2","true"
"185","1083","121","505","1987-05-20 00:06:10","2","false"
"186","96","474","311","1994-05-14 09:37:10","1","true"
"187","744","414","353","2019-03-05 15:43:20","3","true"
"188","817","123","93","1983-02-25 16:40:24","4","true"
"189","38","50","383","1971-11-26 03:06:39","1","false"
"190","1919","305","246","1994-02-05 19:00:43","2","false"
"191","1979","410","148","2014-09-13 10:15:57","3","false"
"192","1362","313","198","1982-12-30 14:03:26","1","true"
"193","262","41","534","1974-07-18 19:53:52","3","false"
"194","1578","98","174","2002-07-04 12:33:52","4","false"
"195","1658","400","211","2019-11-17 16:32:28","4","true"
"196","1212","185","231","2011-06-04 21:31:57","2","false"
"197","179","96","404","1980-11-04 01:15:20","1","true"
"198","1204","11","11","1986-09-22 03:04:30","4","true"
"199","38","50","483","1999-07-09 13:27:30","1","true"
"200","1897","304","320","1999-09-14 21:31:39","1","false"
"201","1718","498","56","1974-05-13 11:42:58","2","true"
"202","1371","109","393","1993-08-11 02:41:40","4","false"
"203","380","19","325","2019-08-31 23:18:23","1","false"
"204","1224","341","444","1979-02-21 09:16:01","4","false"
"205","1968","317","497","1971-04-28 19:14:50","2","false"
"206","1615","365","104","1984-05-22 05:29:07","4","true"
"207","1688","60","304","1986-01-19 03:42:37","4","false"
"208","549","46","393","1995-07-23 06:15:16","3","true"
"209","601","267","195","1998-03-24 21:57:53","2","true"
"210","1635","493","39","1988-12-08 10:00:41","3","false"
"211","1424","153","196","2008-08-03 00:38:17","3","false"
"212","217","45","419","1973-08-19 11:05:38","4","false"
"213","1031","171","86","2009-08-08 11:29:52","2","false"
"214","545","358","340","2005-06-01 11:06:38","1","false"
"215","1779","449","101","2009-06-15 22:05:38","2","false"
"216","1761","69","190","1983-11-25 18:21:03","4","false"
"217","1483","145","22","1992-01-19 05:42:13","3","true"
"218","543","372","503","1987-01-05 20:32:02","2","true"
"219","1837","93","309","2011-07-30 01:02:32","1","true"
"220","17","215","295","2020-07-13 02:08:07","3","true"
"221","1140","136","185","1973-02-19 15:22:54","3","false"
"222","408","339","361","1980-07-06 05:40:55","1","true"
"223","69","28","528","1989-12-31 06:27:13","3","true"
"224","1336","342","177","1987-08-14 03:05:41","4","false"
"225","993","189","331","2000-10-12 03:31:20","3","false"
"226","431","464","166","1972-10-23 06:52:08","3","false"
"227","1052","401","354","2000-04-04 17:35:53","4","true"
"228","1429","260","352","2020-04-14 00:30:24","1","false"
"229","266","35","295","2009-09-14 13:19:47","2","false"
"230","19","55","405","1976-07-27 13:37:32","2","false"
"231","1688","60","70","1972-02-01 14:35:08","3","true"
"232","1098","137","439","1978-10-11 15:13:46","3","false"
"233","185","190","34","1986-09-25 05:26:23","3","false"
"234","689","156","295","2009-10-20 00:33:48","3","false"
"235","442","477","412","1971-05-14 10:49:45","1","true"
"236","367","32","183","2008-06-05 23:47:44","4","false"
"237","3","429","232","1991-06-23 13:41:13","2","true"
"238","625","33","338","1970-07-11 08:54:06","2","false"
"239","1697","398","501","1997-12-21 02:46:52","1","true"
"240","1216","245","377","2004-03-24 13:04:02","1","true"
"241","673","230","270","2005-05-17 19:09:13","2","false"
"242","96","474","549","1986-05-25 11:47:28","2","true"
"243","1202","480","397","1998-02-23 08:37:28","2","true"
"244","945","185","483","1996-06-16 02:17:43","1","true"
"245","34","29","414","2002-01-31 15:48:22","3","false"
"246","1928","457","457","2015-10-28 22:20:16","4","false"
"247","587","371","389","1981-06-21 18:37:15","2","true"
"248","1503","352","537","1997-01-13 13:50:09","1","false"
"249","1897","304","22","1977-06-03 10:19:22","4","true"
"250","1362","313","192","2020-11-09 14:08:42","1","true"
"251","730","410","321","2010-10-20 16:32:26","4","true"
"252","823","487","387","2008-04-02 23:11:27","3","false"
"253","957","453","90","2009-06-16 07:35:42","4","true"
"254","1382","13","22","1995-01-13 06:50:28","2","false"
"255","1362","313","272","2015-11-01 05:22:03","3","false"
